Source_country,Contestant,2016,2017,2018,2019,2021,2022,2023,Total_points,Frequency
Moldova,Azerbaijan,8,15,0,16,7,1,0,47,5
Moldova,Belarus,0,4,0,0,0,0,0,4,1
Moldova,Belgium,0,2,0,0,0,5,0,7,2
Moldova,Bulgaria,2,18,11,0,12,0,0,43,4
Moldova,Croatia,1,0,0,0,0,0,0,1,1
Moldova,Cyprus,2,0,13,0,1,0,7,23,4
Moldova,Czech Republic,0,0,6,10,0,0,1,17,3
Moldova,Denmark,0,0,0,4,0,0,0,4,1
Moldova,Estonia,0,0,13,0,0,12,7,32,3
Moldova,Finland,0,0,0,0,5,0,7,12,2
Moldova,France,6,5,0,0,10,2,0,23,4
Moldova,Germany,0,0,8,0,0,0,0,8,1
Moldova,Greece,0,7,0,0,15,0,0,22,2
Moldova,Hungary,0,1,2,0,0,0,0,3,2
Moldova,Iceland,0,0,0,1,5,0,0,6,2
Moldova,Israel,0,0,22,7,0,0,10,39,3
Moldova,Italy,0,4,8,5,8,0,15,40,5
Moldova,Latvia,1,0,0,0,0,0,0,1,1
Moldova,Lithuania,7,0,0,0,2,4,0,13,3
Moldova,Malta,3,0,0,1,7,0,0,11,3
Moldova,Netherlands,0,0,1,9,0,0,0,10,2
Moldova,North Macedonia,0,0,0,12,0,0,0,12,1
Moldova,Norway,0,0,7,10,0,6,6,29,4
Moldova,Poland,0,0,0,0,0,0,4,4,1
Moldova,Portugal,0,13,0,0,2,2,8,25,4
Moldova,Romania,0,24,0,0,0,10,0,34,2
Moldova,Russia,19,0,0,17,22,0,0,58,3
Moldova,San Marino,0,0,0,8,0,0,0,8,1
Moldova,Spain,8,0,0,0,0,11,3,22,3
Moldova,Sweden,6,11,0,2,3,13,20,55,6
Moldova,Switzerland,0,0,0,4,7,7,0,18,3
Moldova,Ukraine,22,0,15,0,10,24,18,89,5
Moldova,United Kingdom,0,0,0,0,0,13,0,13,1
Montenegro,Albania,0,0,20,15,0,0,0,35,2
Montenegro,Armenia,10,4,0,0,0,0,0,14,2
Montenegro,Australia,4,0,0,4,0,0,0,8,2
Montenegro,Austria,0,1,0,0,0,0,0,1,1
Montenegro,Azerbaijan,7,5,0,3,0,1,0,16,4
Montenegro,Belgium,3,10,0,0,0,0,0,13,2
Montenegro,Bulgaria,7,8,4,0,0,0,0,19,3
Montenegro,Croatia,6,17,0,0,0,0,0,23,2
Montenegro,Cyprus,0,1,6,5,0,0,0,12,3
Montenegro,Czech Republic,0,0,0,1,0,0,0,1,1
Montenegro,Denmark,0,0,6,3,0,0,0,9,2
Montenegro,Estonia,0,0,5,0,0,3,0,8,2
Montenegro,France,6,5,0,0,0,0,0,11,2
Montenegro,Greece,0,12,0,0,0,0,0,12,1
Montenegro,Hungary,10,7,3,0,0,0,0,20,3
Montenegro,Iceland,0,0,0,2,0,0,0,2,1
Montenegro,Israel,0,0,1,0,0,0,0,1,1
Montenegro,Italy,4,18,12,7,0,16,0,57,5
Montenegro,Lithuania,2,0,0,0,0,2,0,4,2
Montenegro,Malta,12,0,0,6,0,0,0,18,2
Montenegro,Moldova,0,3,8,0,0,7,0,18,3
Montenegro,Netherlands,0,0,3,1,0,3,0,7,3
Montenegro,North Macedonia,0,0,0,13,0,0,0,13,1
Montenegro,Norway,0,0,7,0,0,2,0,9,2
Montenegro,Poland,1,0,0,0,0,4,0,5,2
Montenegro,Portugal,0,8,0,0,0,9,0,17,2
Montenegro,Romania,0,10,0,0,0,0,0,10,1
Montenegro,Russia,18,0,0,20,0,0,0,38,2
Montenegro,San Marino,0,0,0,8,0,0,0,8,1
Montenegro,Serbia,18,0,24,24,0,24,0,90,4
Montenegro,Slovenia,0,0,6,4,0,0,0,10,2
Montenegro,Spain,0,0,0,0,0,16,0,16,1
Montenegro,Sweden,0,7,2,0,0,8,0,17,3
Montenegro,Ukraine,8,0,7,0,0,16,0,31,3
Montenegro,United Kingdom,0,0,2,0,0,5,0,7,2
Netherlands,Albania,0,0,0,0,1,0,0,1,1
Netherlands,Armenia,10,0,0,0,0,0,0,10,1
Netherlands,Australia,17,4,0,4,0,7,1,33,5
Netherlands,Austria,14,3,13,0,0,0,5,35,4
Netherlands,Azerbaijan,1,0,0,4,2,0,0,7,3
Netherlands,Belgium,16,12,0,0,6,10,14,58,5
Netherlands,Bulgaria,1,18,0,0,0,0,0,19,2
Netherlands,Croatia,0,3,0,0,0,0,0,3,1
Netherlands,Cyprus,0,0,11,1,0,0,0,12,2
Netherlands,Czech Republic,0,0,6,4,0,0,8,18,3
Netherlands,Denmark,0,8,8,12,0,0,0,28,3
Netherlands,Estonia,0,0,4,0,0,1,5,10,3
Netherlands,Finland,0,0,0,0,4,0,22,26,2
Netherlands,France,9,0,0,0,24,0,3,36,3
Netherlands,Germany,0,0,24,0,0,0,0,24,1
Netherlands,Greece,0,0,0,0,10,12,0,22,2
Netherlands,Hungary,0,6,2,0,0,0,0,8,2
Netherlands,Iceland,0,0,0,7,18,0,0,25,2
Netherlands,Ireland,0,0,4,0,0,0,0,4,1
Netherlands,Israel,7,0,15,0,4,0,8,34,4
Netherlands,Italy,6,2,7,16,2,0,3,36,6
Netherlands,Lithuania,0,0,7,0,3,0,0,10,2
Netherlands,Malta,0,0,0,8,8,0,0,16,2
Netherlands,Moldova,0,5,0,0,0,12,0,17,2
Netherlands,North Macedonia,0,0,0,4,0,0,0,4,1
Netherlands,Norway,0,7,4,12,0,8,7,38,5
Netherlands,Poland,10,1,0,0,0,6,2,19,4
Netherlands,Portugal,0,24,2,0,6,8,5,45,5
Netherlands,Romania,0,8,0,0,0,0,0,8,1
Netherlands,Russia,3,0,0,5,8,0,0,16,3
Netherlands,Serbia,0,0,0,0,0,3,0,3,1
Netherlands,Slovenia,0,0,1,0,0,0,0,1,1
Netherlands,Spain,0,0,0,3,0,12,7,22,3
Netherlands,Sweden,12,10,8,20,0,3,20,73,6
Netherlands,Switzerland,0,0,0,16,12,10,6,44,4
Netherlands,Ukraine,10,0,0,0,8,12,0,30,3
Netherlands,United Kingdom,0,5,0,0,0,12,0,17,2
North Macedonia,Albania,0,0,0,20,10,0,0,30,2
North Macedonia,Australia,0,0,0,10,0,5,0,15,2
North Macedonia,Azerbaijan,0,0,0,5,3,4,0,12,3
North Macedonia,Belgium,0,0,0,0,0,3,0,3,1
North Macedonia,Cyprus,0,0,0,1,8,0,0,9,2
North Macedonia,Czech Republic,0,0,0,0,0,5,0,5,1
North Macedonia,Estonia,0,0,0,0,0,3,0,3,1
North Macedonia,Finland,0,0,0,0,2,0,0,2,1
North Macedonia,France,0,0,0,0,12,0,0,12,1
North Macedonia,Iceland,0,0,0,2,4,0,0,6,2
North Macedonia,Israel,0,0,0,0,8,0,0,8,1
North Macedonia,Italy,0,0,0,15,18,13,0,46,3
North Macedonia,Lithuania,0,0,0,0,0,1,0,1,1
North Macedonia,Malta,0,0,0,11,5,0,0,16,2
North Macedonia,Moldova,0,0,0,0,0,7,0,7,1
North Macedonia,Netherlands,0,0,0,14,0,0,0,14,1
North Macedonia,Norway,0,0,0,5,0,2,0,7,2
North Macedonia,Poland,0,0,0,0,0,2,0,2,1
North Macedonia,Russia,0,0,0,6,2,0,0,8,2
North Macedonia,San Marino,0,0,0,8,0,0,0,8,1
North Macedonia,Serbia,0,0,0,10,24,22,0,56,3
North Macedonia,Slovenia,0,0,0,2,0,0,0,2,1
North Macedonia,Spain,0,0,0,0,0,22,0,22,1
North Macedonia,Sweden,0,0,0,0,3,10,0,13,2
North Macedonia,Switzerland,0,0,0,7,13,1,0,21,3
North Macedonia,Ukraine,0,0,0,0,4,8,0,12,2
North Macedonia,United Kingdom,0,0,0,0,0,8,0,8,1
Norway,Armenia,0,0,0,0,0,4,0,4,1
Norway,Australia,18,3,6,4,0,0,5,36,5
Norway,Austria,0,0,16,0,0,0,0,16,1
Norway,Azerbaijan,0,0,0,8,1,0,0,9,2
Norway,Belgium,7,7,0,0,0,0,4,18,3
Norway,Bulgaria,13,20,0,0,6,0,0,39,3
Norway,Croatia,0,1,0,0,0,0,0,1,1
Norway,Cyprus,0,0,7,1,0,0,9,17,3
Norway,Czech Republic,0,0,4,12,0,0,4,20,3
Norway,Denmark,0,8,10,9,0,0,0,27,3
Norway,Estonia,0,0,0,2,0,2,0,4,2
Norway,Finland,0,0,0,0,6,0,24,30,2
Norway,France,1,0,8,0,8,0,8,25,4
Norway,Germany,0,0,18,0,0,0,0,18,1
Norway,Greece,0,0,0,0,1,19,0,20,2
Norway,Hungary,0,4,0,0,0,0,0,4,1
Norway,Iceland,0,0,0,10,12,0,0,22,2
Norway,Ireland,0,0,1,0,0,0,0,1,1
Norway,Israel,3,5,7,0,8,0,6,29,5
Norway,Italy,12,9,0,10,12,0,13,56,5
Norway,Latvia,3,0,0,0,0,0,0,3,1
Norway,Lithuania,14,0,15,0,12,12,0,53,4
Norway,Malta,0,0,0,0,15,0,0,15,1
Norway,Moldova,0,8,0,0,0,4,8,20,3
Norway,Netherlands,6,4,9,15,0,5,0,39,5
Norway,North Macedonia,0,0,0,10,0,0,0,10,1
Norway,Poland,11,3,0,0,0,5,6,25,4
Norway,Portugal,0,22,0,0,0,10,0,32,2
Norway,Romania,0,10,0,0,0,0,0,10,1
Norway,Russia,6,0,0,1,0,0,0,7,2
Norway,Serbia,0,0,0,0,0,3,0,3,1
Norway,Spain,7,0,2,0,0,8,1,18,4
Norway,Sweden,7,11,13,20,18,16,20,105,7
Norway,Switzerland,0,0,0,12,9,1,7,29,4
Norway,Ukraine,8,0,0,0,8,15,1,32,4
Norway,United Kingdom,0,1,0,2,0,12,0,15,3
Poland,Albania,0,0,7,0,0,0,0,7,1
Poland,Armenia,2,2,0,0,0,0,1,5,3
Poland,Australia,17,7,4,18,0,6,4,56,6
Poland,Austria,4,0,12,0,0,0,0,16,2
Poland,Azerbaijan,0,1,0,4,0,0,0,5,2
Poland,Belarus,0,4,0,0,0,0,0,4,1
Poland,Belgium,0,22,0,0,3,0,5,30,3
Poland,Bulgaria,6,14,2,0,0,0,0,22,3
Poland,Croatia,0,1,0,0,0,0,6,7,2
Poland,Cyprus,1,0,8,0,0,0,14,23,3
Poland,Czech Republic,4,0,4,1,0,0,3,12,4
Poland,Denmark,0,0,6,5,0,0,0,11,2
Poland,Estonia,0,0,0,0,0,8,8,16,2
Poland,Finland,0,0,0,0,8,0,10,18,2
Poland,France,1,0,3,6,5,0,0,15,4
Poland,Georgia,8,0,0,0,0,0,0,8,1
Poland,Germany,0,0,11,0,0,0,0,11,1
Poland,Greece,0,0,0,0,0,2,0,2,1
Poland,Hungary,6,5,10,0,0,0,0,21,3
Poland,Iceland,0,0,0,15,18,0,0,33,2
Poland,Ireland,0,0,7,0,0,0,0,7,1
Poland,Israel,7,0,10,0,6,0,17,40,4
Poland,Italy,0,0,5,7,15,4,6,37,5
Poland,Latvia,11,0,0,0,0,0,0,11,1
Poland,Lithuania,2,0,1,0,4,2,4,13,5
Poland,Malta,0,0,0,4,4,0,0,8,2
Poland,Moldova,0,6,0,0,0,7,0,13,2
Poland,Netherlands,0,8,8,10,0,3,0,29,4
Poland,North Macedonia,0,0,0,8,0,0,0,8,1
Poland,Norway,0,3,0,9,3,4,8,27,5
Poland,Portugal,0,22,0,0,8,8,0,38,3
Poland,Romania,0,7,0,0,0,0,0,7,1
Poland,Russia,8,0,0,3,3,0,0,14,3
Poland,San Marino,0,0,0,0,12,0,0,12,1
Poland,Serbia,0,0,0,7,0,5,0,12,2
Poland,Slovenia,0,0,0,14,0,0,2,16,2
Poland,Spain,5,0,0,0,0,7,0,12,2
Poland,Sweden,10,7,6,0,1,20,14,58,6
Poland,Switzerland,0,0,0,5,14,5,2,26,4
Poland,Ukraine,24,2,12,0,12,24,12,86,6
Poland,United Kingdom,0,5,0,0,0,11,0,16,2
Portugal,Albania,0,0,10,0,0,0,0,10,1
Portugal,Armenia,0,0,0,0,0,1,0,1,1
Portugal,Australia,0,5,0,11,0,0,12,28,3
Portugal,Austria,0,10,8,0,0,0,0,18,2
Portugal,Azerbaijan,0,12,0,8,0,0,0,20,2
Portugal,Belgium,0,18,0,0,5,0,7,30,3
Portugal,Bulgaria,0,8,7,0,12,0,0,27,3
Portugal,Croatia,0,0,0,0,0,0,3,3,1
Portugal,Cyprus,0,1,5,0,0,0,0,6,2
Portugal,Czech Republic,0,0,0,10,0,0,7,17,2
Portugal,Denmark,0,0,2,1,0,0,0,3,2
Portugal,Estonia,0,0,19,0,0,0,8,27,2
Portugal,Finland,0,0,0,0,5,0,10,15,2
Portugal,France,0,10,5,2,18,0,2,37,5
Portugal,Germany,0,0,8,0,0,0,0,8,1
Portugal,Greece,0,0,0,0,2,4,0,6,2
Portugal,Hungary,0,2,0,0,0,0,0,2,1
Portugal,Iceland,0,0,0,3,11,6,0,20,3
Portugal,Ireland,0,0,3,0,0,0,0,3,1
Portugal,Israel,0,0,2,0,0,0,5,7,2
Portugal,Italy,0,4,14,13,10,3,6,50,6
Portugal,Lithuania,0,0,6,0,0,6,0,12,2
Portugal,Malta,0,0,0,0,4,0,0,4,1
Portugal,Moldova,0,18,6,0,8,8,8,48,5
Portugal,Netherlands,0,3,0,20,1,11,0,35,4
Portugal,North Macedonia,0,0,0,5,0,0,0,5,1
Portugal,Norway,0,2,0,10,0,2,5,19,4
Portugal,Romania,0,7,0,0,0,0,0,7,1
Portugal,Russia,0,0,0,10,11,0,0,21,2
Portugal,Serbia,0,0,0,0,0,8,4,12,2
Portugal,Slovenia,0,0,3,3,0,0,0,6,2
Portugal,Spain,0,5,14,12,0,22,13,66,5
Portugal,Sweden,0,8,0,2,4,7,12,33,5
Portugal,Switzerland,0,0,0,6,13,2,2,23,4
Portugal,Ukraine,0,3,4,0,12,20,12,51,5
Portugal,United Kingdom,0,0,0,0,0,16,0,16,1
Romania,Albania,0,0,0,2,0,0,5,7,2
Romania,Australia,0,4,2,14,0,6,3,29,5
Romania,Austria,0,1,12,0,0,0,0,13,2
Romania,Azerbaijan,0,0,0,16,4,0,0,20,2
Romania,Belgium,0,5,0,0,0,0,2,7,2
Romania,Bulgaria,0,18,5,0,2,0,0,25,3
Romania,Croatia,0,6,0,0,0,0,0,6,1
Romania,Cyprus,0,0,12,0,0,0,7,19,2
Romania,Czech Republic,0,0,3,8,0,0,0,11,2
Romania,Denmark,0,5,2,0,0,0,0,7,2
Romania,Estonia,0,0,3,0,0,5,8,16,3
Romania,Finland,0,0,0,0,14,0,10,24,2
Romania,France,0,4,0,1,12,1,3,21,5
Romania,Germany,0,0,8,0,1,0,0,9,2
Romania,Greece,0,1,0,0,0,2,0,3,2
Romania,Hungary,0,10,10,0,0,0,0,20,2
Romania,Iceland,0,0,0,5,0,0,0,5,1
Romania,Ireland,0,0,1,0,0,0,0,1,1
Romania,Israel,0,2,8,3,1,0,10,24,5
Romania,Italy,0,6,6,8,13,8,19,60,6
Romania,Lithuania,0,0,6,0,3,0,0,9,2
Romania,Malta,0,0,0,0,14,0,0,14,1
Romania,Moldova,0,20,19,0,18,12,19,88,5
Romania,Netherlands,0,12,8,17,0,3,0,40,4
Romania,North Macedonia,0,0,0,7,0,0,0,7,1
Romania,Norway,0,0,0,4,0,2,5,11,3
Romania,Poland,0,0,0,0,0,0,1,1,1
Romania,Portugal,0,13,0,0,10,7,0,30,3
Romania,Russia,0,0,0,13,0,0,0,13,1
Romania,Serbia,0,0,0,3,0,7,0,10,2
Romania,Slovenia,0,0,1,0,0,0,2,3,2
Romania,Spain,0,0,10,0,0,9,0,19,2
Romania,Sweden,0,9,0,1,0,16,18,44,4
Romania,Switzerland,0,0,0,14,12,5,0,31,3
Romania,Ukraine,0,0,0,0,12,22,4,38,3
Romania,United Kingdom,0,0,0,0,0,11,0,11,1
Russia,Albania,0,0,0,3,0,0,0,3,1
Russia,Armenia,24,0,0,0,0,0,0,24,1
Russia,Australia,6,0,5,4,0,0,0,15,3
Russia,Austria,8,0,0,0,0,0,0,8,1
Russia,Azerbaijan,16,0,0,24,12,0,0,52,3
Russia,Belarus,0,0,0,15,0,0,0,15,1
Russia,Belgium,0,0,0,0,3,0,0,3,1
Russia,Bulgaria,0,0,0,0,6,0,0,6,1
Russia,Cyprus,11,0,11,8,14,0,0,44,4
Russia,Czech Republic,0,0,2,0,0,0,0,2,1
Russia,Denmark,0,0,7,0,0,0,0,7,1
Russia,Estonia,0,0,9,0,0,0,0,9,1
Russia,Finland,0,0,0,0,8,0,0,8,1
Russia,France,10,0,2,0,6,0,0,18,3
Russia,Georgia,5,0,0,0,0,0,0,5,1
Russia,Germany,0,0,4,0,0,0,0,4,1
Russia,Greece,0,0,0,10,7,0,0,17,2
Russia,Hungary,1,0,0,0,0,0,0,1,1
Russia,Iceland,0,0,0,9,1,0,0,10,2
Russia,Israel,0,0,18,0,5,0,0,23,2
Russia,Italy,0,0,7,1,20,0,0,28,3
Russia,Latvia,4,0,0,0,0,0,0,4,1
Russia,Lithuania,0,0,3,0,2,0,0,5,2
Russia,Malta,8,0,0,6,4,0,0,18,3
Russia,Moldova,0,0,24,0,15,0,0,39,2
Russia,Netherlands,0,0,0,5,0,0,0,5,1
Russia,North Macedonia,0,0,0,4,0,0,0,4,1
Russia,Norway,0,0,5,10,0,0,0,15,2
Russia,Poland,5,0,0,0,0,0,0,5,1
Russia,San Marino,0,0,0,5,0,0,0,5,1
Russia,Serbia,0,0,0,3,0,0,0,3,1
Russia,Slovenia,0,0,0,6,0,0,0,6,1
Russia,Spain,0,0,0,1,0,0,0,1,1
Russia,Sweden,2,0,11,0,0,0,0,13,2
Russia,Switzerland,0,0,0,2,6,0,0,8,2
Russia,Ukraine,10,0,8,0,7,0,0,25,3
Russia,United Kingdom,6,0,0,0,0,0,0,6,1
San Marino,Albania,0,0,0,7,2,0,0,9,2
San Marino,Armenia,2,4,0,0,0,0,0,6,2
San Marino,Australia,5,0,2,0,0,6,5,18,4
San Marino,Austria,1,0,0,0,0,0,6,7,2
San Marino,Azerbaijan,0,6,0,8,0,7,0,21,3
San Marino,Belgium,0,13,0,0,0,0,7,20,2
San Marino,Bulgaria,3,14,0,0,5,0,0,22,3
San Marino,Croatia,0,3,0,0,0,0,0,3,1
San Marino,Cyprus,5,0,7,12,8,0,5,37,5
San Marino,Czech Republic,0,0,10,0,0,0,0,10,1
San Marino,Denmark,0,0,6,0,0,0,0,6,1
San Marino,Estonia,0,0,5,0,0,0,10,15,2
San Marino,Finland,0,0,0,0,5,0,12,17,2
San Marino,France,0,0,0,0,22,0,0,22,1
San Marino,Georgia,6,0,0,0,0,0,0,6,1
San Marino,Germany,0,0,14,0,0,0,0,14,1
San Marino,Greece,0,0,0,18,15,17,0,50,3
San Marino,Hungary,3,4,0,0,0,0,0,7,2
San Marino,Iceland,0,0,0,8,0,0,0,8,1
San Marino,Ireland,0,0,4,0,0,0,0,4,1
San Marino,Israel,0,0,24,1,0,0,10,35,3
San Marino,Italy,10,13,12,20,22,8,19,104,7
San Marino,Latvia,6,0,0,0,0,0,0,6,1
San Marino,Lithuania,8,0,0,0,6,0,10,24,3
San Marino,Malta,3,0,0,0,7,0,0,10,2
San Marino,Moldova,0,8,9,0,11,4,6,38,5
San Marino,Netherlands,4,7,0,9,0,0,0,20,3
San Marino,North Macedonia,0,0,0,1,0,0,0,1,1
San Marino,Norway,0,10,0,3,0,2,5,20,4
San Marino,Poland,7,1,0,0,0,4,1,13,4
San Marino,Portugal,0,19,0,0,0,0,0,19,1
San Marino,Romania,0,6,0,0,0,1,0,7,2
San Marino,Russia,17,0,0,22,1,0,0,40,3
San Marino,Serbia,0,0,3,0,0,8,0,11,2
San Marino,Slovenia,0,0,6,0,0,0,0,6,1
San Marino,Spain,0,0,0,0,0,22,2,24,2
San Marino,Sweden,4,2,8,0,0,8,12,34,5
San Marino,Switzerland,0,0,0,7,7,1,0,15,3
San Marino,Ukraine,24,0,5,0,5,14,6,54,5
San Marino,United Kingdom,8,6,1,0,0,14,0,29,4
Serbia,Albania,0,0,1,0,0,0,0,1,1
Serbia,Armenia,5,5,0,0,0,0,0,10,2
Serbia,Australia,12,3,0,7,0,0,0,22,3
Serbia,Austria,0,4,4,0,0,0,9,17,3
Serbia,Azerbaijan,0,0,0,3,4,12,0,19,3
Serbia,Belgium,5,3,0,0,0,8,0,16,3
Serbia,Bulgaria,12,16,2,0,6,0,0,36,4
Serbia,Croatia,4,5,0,0,0,0,18,27,3
Serbia,Cyprus,3,0,10,0,2,0,0,15,3
Serbia,Czech Republic,0,0,5,4,0,3,5,17,4
Serbia,Denmark,0,0,4,2,0,0,0,6,2
Serbia,Estonia,0,0,3,6,0,16,0,25,3
Serbia,Finland,0,0,0,0,17,6,19,42,3
Serbia,France,0,2,0,1,22,2,5,32,5
Serbia,Germany,0,0,10,0,0,0,0,10,1
Serbia,Greece,0,0,0,0,6,0,0,6,1
Serbia,Hungary,10,22,12,0,0,0,0,44,3
Serbia,Iceland,0,0,0,5,12,0,0,17,2
Serbia,Israel,7,1,9,0,2,0,17,36,5
Serbia,Italy,0,14,14,17,20,4,4,73,6
Serbia,Lithuania,8,0,0,0,0,5,0,13,2
Serbia,Malta,10,0,0,0,0,0,0,10,1
Serbia,Moldova,0,14,6,0,0,12,0,32,3
Serbia,Netherlands,5,0,7,3,0,0,0,15,3
Serbia,North Macedonia,0,0,0,24,0,0,0,24,1
Serbia,Norway,0,0,9,4,0,8,5,26,4
Serbia,Portugal,0,20,0,0,5,7,0,32,3
Serbia,Romania,0,4,0,0,0,5,0,9,2
Serbia,Russia,13,0,0,8,6,0,0,27,3
Serbia,San Marino,0,0,0,1,0,0,0,1,1
Serbia,Slovenia,0,0,8,10,0,0,20,38,3
Serbia,Spain,0,0,0,2,0,14,3,19,3
Serbia,Sweden,1,3,12,8,4,6,11,45,7
Serbia,Switzerland,0,0,0,11,2,0,0,13,2
Serbia,Ukraine,19,0,0,0,8,7,0,34,3
Serbia,United Kingdom,2,0,0,0,0,1,0,3,2
Slovenia,Albania,0,0,5,0,0,0,7,12,2
Slovenia,Armenia,4,3,0,0,0,0,0,7,2
Slovenia,Australia,9,7,0,2,0,0,4,22,4
Slovenia,Austria,6,0,12,0,0,0,3,21,3
Slovenia,Azerbaijan,0,4,0,10,0,0,0,14,2
Slovenia,Belgium,8,11,0,0,6,0,7,32,4
Slovenia,Bulgaria,12,15,0,0,0,0,0,27,2
Slovenia,Croatia,8,12,0,0,0,0,12,32,3
Slovenia,Cyprus,0,0,14,0,0,0,0,14,1
Slovenia,Czech Republic,0,0,11,12,0,0,6,29,3
Slovenia,Denmark,0,0,7,7,0,0,0,14,2
Slovenia,Estonia,0,0,5,1,0,0,10,16,3
Slovenia,Finland,0,0,0,0,8,0,10,18,2
Slovenia,France,0,0,2,3,8,0,3,16,4
Slovenia,Germany,0,0,4,0,0,0,0,4,1
Slovenia,Greece,0,0,0,0,11,12,0,23,2
Slovenia,Hungary,3,5,3,0,0,0,0,11,3
Slovenia,Iceland,0,0,0,7,13,0,0,20,2
Slovenia,Israel,2,0,1,0,1,0,0,4,3
Slovenia,Italy,1,12,10,16,22,18,20,99,7
Slovenia,Latvia,7,0,0,0,0,0,0,7,1
Slovenia,Lithuania,0,0,0,0,0,12,8,20,2
Slovenia,Malta,0,0,0,1,5,0,0,6,2
Slovenia,Moldova,0,3,6,0,0,7,0,16,3
Slovenia,Netherlands,1,1,7,11,0,8,0,28,5
Slovenia,North Macedonia,0,0,0,14,0,0,0,14,1
Slovenia,Norway,0,0,5,6,2,3,5,21,5
Slovenia,Poland,4,4,0,0,0,0,1,9,3
Slovenia,Portugal,0,20,0,0,0,3,0,23,2
Slovenia,Romania,0,2,0,0,0,0,0,2,1
Slovenia,Russia,10,0,0,0,9,0,0,19,2
Slovenia,Serbia,17,0,12,10,12,18,6,75,6
Slovenia,Spain,0,0,0,0,0,5,2,7,2
Slovenia,Sweden,5,7,12,7,0,5,11,47,6
Slovenia,Switzerland,0,0,0,9,12,5,1,27,4
Slovenia,Ukraine,19,0,0,0,7,18,0,44,3
Slovenia,United Kingdom,0,10,0,0,0,2,0,12,2
Spain,Armenia,18,0,0,0,0,0,5,23,2
Spain,Australia,12,8,0,15,0,8,0,43,4
Spain,Austria,2,3,8,0,0,0,0,13,3
Spain,Azerbaijan,2,0,0,8,0,12,0,22,3
Spain,Belgium,0,8,0,0,0,5,7,20,3
Spain,Bulgaria,12,16,5,0,12,0,0,45,4
Spain,Cyprus,0,0,20,5,6,0,0,31,3
Spain,Czech Republic,0,0,14,6,0,0,0,20,2
Spain,Estonia,0,0,3,0,0,0,7,10,2
Spain,Finland,0,0,0,0,2,0,13,15,2
Spain,France,17,3,10,4,24,0,5,63,6
Spain,Germany,0,0,13,0,0,0,0,13,1
Spain,Greece,0,2,0,0,1,2,0,5,3
Spain,Hungary,10,0,0,0,0,0,0,10,1
Spain,Iceland,0,0,0,3,12,0,0,15,2
Spain,Ireland,0,0,6,0,0,0,0,6,1
Spain,Israel,1,0,22,0,3,0,15,41,4
Spain,Italy,8,18,10,16,10,15,16,93,7
Spain,Lithuania,0,0,0,0,6,0,0,6,1
Spain,Malta,6,0,0,0,11,0,0,17,2
Spain,Moldova,0,13,0,0,0,7,1,21,3
Spain,Netherlands,3,3,0,16,0,0,0,22,3
Spain,Norway,0,0,3,7,0,3,10,23,4
Spain,Poland,5,0,0,0,0,1,0,6,2
Spain,Portugal,0,24,0,0,6,4,10,44,4
Spain,Romania,0,7,0,0,0,14,0,21,2
Spain,Russia,12,0,0,4,0,0,0,16,2
Spain,Serbia,0,0,0,0,0,8,0,8,1
Spain,Slovenia,0,0,0,1,0,0,0,1,1
Spain,Sweden,1,10,2,18,0,13,17,61,6
Spain,Switzerland,0,0,0,13,17,1,0,31,3
Spain,Ukraine,7,0,0,0,6,12,10,35,4
Spain,United Kingdom,0,1,0,0,0,11,0,12,2
Sweden,Armenia,4,0,0,0,0,2,0,6,2
Sweden,Australia,24,10,8,11,0,10,1,64,6
Sweden,Austria,5,4,12,0,0,0,0,21,3
Sweden,Azerbaijan,10,0,0,8,0,7,0,25,3
Sweden,Belgium,0,13,0,0,1,1,7,22,4
Sweden,Bulgaria,4,14,6,0,0,0,0,24,3
Sweden,Croatia,0,2,0,0,0,0,5,7,2
Sweden,Cyprus,0,2,16,7,0,0,1,26,4
Sweden,Czech Republic,3,0,3,1,0,5,6,18,5
Sweden,Denmark,0,5,12,7,0,0,0,24,3
Sweden,Estonia,0,0,0,10,0,10,2,22,3
Sweden,Finland,0,0,9,0,12,7,24,52,4
Sweden,France,11,0,5,0,12,0,12,40,4
Sweden,Germany,0,0,6,0,0,0,0,6,1
Sweden,Hungary,0,4,0,0,0,0,0,4,1
Sweden,Iceland,0,0,0,8,17,0,0,25,2
Sweden,Ireland,0,0,4,0,0,0,0,4,1
Sweden,Israel,0,0,17,0,4,0,5,26,3
Sweden,Italy,0,7,0,12,13,0,13,45,4
Sweden,Lithuania,8,0,7,0,7,3,0,25,4
Sweden,Malta,7,0,0,2,14,0,0,23,3
Sweden,Moldova,0,16,0,0,0,0,0,16,1
Sweden,Netherlands,7,3,1,18,0,1,0,30,5
Sweden,North Macedonia,0,0,0,2,0,0,0,2,1
Sweden,Norway,0,6,10,16,10,13,18,73,6
Sweden,Poland,10,5,0,0,0,5,0,20,3
Sweden,Portugal,0,22,0,0,0,0,0,22,1
Sweden,Romania,0,3,0,0,0,0,0,3,1
Sweden,Russia,14,0,0,3,3,0,0,20,3
Sweden,Serbia,0,0,0,0,1,12,0,13,2
Sweden,Spain,2,0,0,0,0,14,0,16,2
Sweden,Switzerland,0,0,0,11,10,0,14,35,3
Sweden,Ukraine,7,0,0,0,12,12,4,35,4
Sweden,United Kingdom,0,0,0,0,0,14,4,18,2
